title,image_url,amazon url,release date,developer,publisher,platforms,genres,rating,description
H1Z1 ,https://static-cdn.jtvnw.net/ttv-boxart/H1Z1-285x380.jpg,https://www.amazon.com/najmie-H1Z101/dp/B00SNT5MIU/ref=sr_1_3?ie=UTF8&qid=1516867501&sr=8-3&keywords=H1Z1,TBA - Early Access,Daybreak Games,Daybreak Games,PC,Action Action-Adventure Shooter Survival Third-Person Arcade,M,H1Z1: King of the Kill is a fast-paced shooter in which players compete in large-scale chaotic PvP spectacles of skill@ wit and a little luck@ where everyone must fight to the death to stand alone at the top of the podium.
Dead Space 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Space%202-285x380.jpg,https://www.amazon.com/Dead-Space-2-PlayStation-3/dp/B00309XHD0/ref=sr_1_1?ie=UTF8&qid=1516867513&sr=8-1&keywords=Dead+Space+2,Jan 25@ 2011,Visceral Games,Electronic Arts,PC PlayStation 3 Xbox 360,Action-Shooter Third-Person Sci-Fi Sci-Fi Arcade,M,Hero Isaac Clarke returns for another heart-pounding adventure@ taking the fight to the Necromorphs in this thrilling action-horror experience. New tools to gruesomely slice and dismember the Necromorphs complement Isaac's signature Plasma Cutter@ empowering him as he meets new characters@ explores epic Zero-G environments@ and fights against a relentless necromorph onslaught. Survival isn't the only thing on Isaac's mind in Dead Space 2; this time@ he calls the shots. [Electronic Arts]
Just Dance 2018 ,https://static-cdn.jtvnw.net/ttv-boxart/Just%20Dance%202018-285x380.jpg,https://www.amazon.com/Just-Dance-2018-Wii/dp/B071ZYCW57/ref=sr_1_1?s=videogames&ie=UTF8&qid=1516867526&sr=1-1&keywords=Just+Dance+2018,Oct 24@ 2017,Ubisoft Paris,Ubisoft,Switch PlayStation 3 PlayStation 4 Wii U Xbox 360 Xbox One,Action Rhythm Dancing,E10+,No matter where you come from@ how old you are@ if you are a panda or a carrot: turn up the volume and get ready to unleash your inner dancer@ because Just Dance 2018 brings out the dancer in everyone. Whether you are a party starter@ a young dancer in the making or a pro dancer looking for new challenges@ it's never been so easy to Just Dance. Dance your heart out to 24K Magic by Bruno Mars@ Side to Side by Ariana Grande ft. Nicki Minaj@ The Way I Are (Dance With Somebody) by Bebe Rexha ft. Lil Wayne and Chantaje by Shakira ft. Maluma. Relive classics including Daddy Cool by Groove Century@ or if K-Pop is your thing get down to Bubble Pop by Hyuna.
Mario Party 6 ,https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Party%206-285x380.jpg,https://www.amazon.com/Mario-Party-6-Gamecube/dp/B000ZEX9OU/ref=sr_1_1?ie=UTF8&qid=1516867543&sr=8-1&keywords=Mario+Party+6,Mar 20@ 2015,Nintendo,Nintendo,Gamecube,Party Miscellaneous Party / Minigame,E,"Mario Party 6 offers a new batch of games that require both your fingers and your voice. In this installment in the Mario Party series, you can use the included microphone controller to talk your way to victory. More than 80 minigames are included. You can play as Mario, Bowser, or other characters from the Mushroom Kingdom. New characters appear on the board depending on what time of day it is. The game supports up to four players."
Assassin's Creed Origins ,https://static-cdn.jtvnw.net/ttv-boxart/Assassin%27s%20Creed%20Origins-285x380.jpg,https://www.amazon.com/Assassins-Creed-Origins-PlayStation-4-Standard/dp/B071JD44NW/ref=sr_1_2?s=videogames&ie=UTF8&qid=1517001830&sr=1-2&keywords=assassins+creed+origins,Oct 27@ 2017,Ubisoft,Ubisoft,"PlayStation 4, XBOX ONE","Action-Adventure,Open-World",M,"Set in mysterious Ancient Egypt, Assassin's Creed Origins is a new beginning. Experience a new way to fight while exploring the Great Pyramids and hidden tombs across the country of Ancient Egypt, and encounter many memorable storylines along your journey. And discover the origin story of the Assassin's Brotherhood."
Stardew Valley ,https://static-cdn.jtvnw.net/ttv-boxart/Stardew%20Valley-285x380.jpg,https://www.amazon.com/Stardew-Valley-PS4-Digital-Code/dp/B01MU0ALK9/ref=sr_1_1?ie=UTF8&qid=1516867574&sr=8-1&keywords=Stardew+Valley,Oct 5@ 2017,ConcernedApe,ConcernedApe,Switch PC PlayStation 4 Xbox One,Role-Playing General,E10+,You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins@ you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home? It won't be easy. Ever since Joja Corporation came to town@ the old ways of life have all but disappeared. The community center@ once the town's most vibrant hub of activity@ now lies in shambles. But the valley seems full of opportunity. With a little dedication@ you might just be the one to restore Stardew Valley to greatness.
Super Metroid ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Metroid-285x380.jpg,https://www.amazon.com/Super-Metroid-Nintendo/dp/B00002SVFV/ref=sr_1_1?ie=UTF8&qid=1516867607&sr=8-1&keywords=Super+Metroid,Aug 20@ 2007,Nintendo,Nintendo,Wii,Action Platformer 2D,E,The Space Pirates@ merciless agents of the evil Mother Brain@ have stolen the last Metroid from a research station@ and once again Mother Brain threatens the safety of the galaxy. Samus Aran must don her awesome array of high-tech weaponry to retrieve the deadly Metroid hidden deep within the cave-riddled planet Zebes. The side-view action of Super Metroid will be familiar to many players@ only now there are new weapons and items@ including the Grappling Beam@ which allows Samus to swing across large chasms@ and the X-Ray Scope@ which reveals secret passages.
Gwent: The Witcher Card Game ,https://static-cdn.jtvnw.net/ttv-boxart/Gwent:%20The%20Witcher%20Card%20Game-285x380.jpg,https://www.amazon.com/Witcher-Blood-Gwent-POLISH-LIMITED/dp/B01KYGA30Q/ref=sr_1_1?ie=UTF8&qid=1516867621&sr=8-1&keywords=Gwent%3A+The+Witcher+Card+Game,May 30@ 2016,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,PC PlayStation 4 Xbox One,Role-Playing Action-RPG Card Battle,M,This expansion pack is an old-school add on with 20 hours of new adventures@ where players will travel to the land of Toussaint.
Dungeon Fighter Online ,https://static-cdn.jtvnw.net/ttv-boxart/Dungeon%20Fighter%20Online-285x380.jpg,https://www.amazon.com/Dungeon-Fighter-Dragon-Magic-Poster/dp/B01GER8UPE/ref=sr_1_1?ie=UTF8&qid=1516867635&sr=8-1&keywords=Dungeon+Fighter+Online,Sep 22@ 2009,Neople,Nexon,PC,Role-Playing Massively-Multiplayer Online Massively-Multiplayer Fantasy,T,Dungeon Fighter Online is a side-scrolling action fighting game featuring role-playing elements@ five unique character classes@ and player versus player.
Super Smash Bros. Melee ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Smash%20Bros.%20Melee-285x380.jpg,https://www.amazon.com/Super-Smash-Bros-Melee-Gamecube/dp/B00005Q8M0/ref=sr_1_1?ie=UTF8&qid=1516867651&sr=8-1&keywords=Super+Smash+Bros.+Melee,Dec 2@ 2001,HAL Labs,Nintendo,GameCube,Action Fighting 3D,T,Nintendo's all-star cast of combatants is back in Super Smash Bros. Melee@ along with a new batch of brawlers ready to tear it up. The sequel to Super Smash Bros. keeps the same basic premise: Characters duke it out in interactive environments@ using special attacks and various items to knock each other into the abyss. Some new defensive techniques add an even deeper level of complexity to the combat. In addition to traditional battle royale matches@ players can select all-new ways to play like Coin mode and Tournament mode.
Paladins ,https://static-cdn.jtvnw.net/ttv-boxart/Paladins-285x380.jpg,https://www.amazon.com/Paladins-Crystals-Online-Game-Code/dp/B074MHCS1P/ref=sr_1_1?ie=UTF8&qid=1516867666&sr=8-1&keywords=Paladins,TBA - Early Access,Hi-Rez Studios,Hi-Rez Studios,PC PlayStation 4 Xbox One,Action-Shooter First-Person Arcade,T,Paladins is a free-to-play game that combines a rich fantasy setting with the fast action of a team-based first-person shooter.
Kerbal Space Program ,https://static-cdn.jtvnw.net/ttv-boxart/Kerbal%20Space%20Program-285x380.jpg,https://www.amazon.com/Kerbal-Space-Program-Enhanced-Digital/dp/B0792FZC7C/,Apr 27@ 2015,SQUADTeam,SQUADTeam,PC PlayStation 4 Xbox One,Sci-Fi Small Spaceship Small Spaceship Simulation Space Combat,E,"In Kerbal Space Program you have to build a space-worthy ship, capable of flying its crew out into space without killing any of them. At your disposal is a collection of parts, which must be assembled to create a functional craft. Each part has its own function and will affect the way a ship flies (or does not). So strap yourself in, and get ready to try some Rocket Science."
The Legend of Zelda: Breath of the Wild ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda:%20Breath%20of%20the%20Wild-285x380.jpg,https://www.amazon.com/Legend-Zelda-Link-Sword/dp/B00SJPBRQE/ref=sr_1_1_sspa?ie=UTF8&qid=1516867714&sr=8-1-spons&keywords=The+Legend+of+Zelda%3A+Breath+of+the+Wild&psc=1,Mar 3@ 2017,Nintendo,Nintendo,Switch Wii U,Action-Adventure Open-World,E10+,Forget everything you know about The Legend of Zelda games. Step into a world of discovery@ exploration and adventure in The Legend of Zelda: Breath of the Wild@ a boundary-breaking new game in the acclaimed series. Travel across fields@ through forests and to mountain peaks as you discover what has become of the ruined kingdom of Hyrule in this open-air adventure. Explore the wilds of Hyrule any way you like - Climb up towers and mountain peaks in search of new destinations@ then set your own path to get there and plunge into the wilderness. Along the way@ you'll battle towering enemies@ hunt wild beasts and gather ingredients for the food and elixirs you'll need to sustain you on your journey. More than 100 Shrines of Trials to discover and explore - Shrines dot the landscape@ waiting to be discovered in any order you want. Search for them in various ways@ and solve a variety of puzzles inside. Work your way through the traps and devices inside to earn special items and other rewards that will help you on your adventure.
The Elder Scrolls Online ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Elder%20Scrolls%20Online-285x380.jpg,https://www.amazon.com/Elder-Scrolls-Online-Tamriel-Unlimited-PlayStation/dp/B00DHF39HQ/ref=sr_1_1?ie=UTF8&qid=1516867730&sr=8-1&keywords=The+Elder+Scrolls+Online,Jun 6@ 2017,Bethesda Softworks,Bethesda Softworks,PlayStation 4 PC Xbox One,Role-Playing Massively-Multiplayer,M,Return to Morrowind in this new chapter of the online role-playing series@ The Elder Scrolls Online. Morrowind is on the verge of destruction@ and it's up to you to save it from a deadly Daedric threat. Embark on a dangerous journey through legendary locales@ from volcanic ashlands to mushroom-filled forests. Includes The Elder Scrolls Online: Tamriel Unlimited@ the first game of the acclaimed series.
Dark Souls ,https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Souls-285x380.jpg,https://www.amazon.com/Dark-Souls-Remastered-PlayStation4-PlayStation-4/dp/B078Y4FR14/ref=sr_1_1?ie=UTF8&qid=1516867763&sr=8-1&keywords=Dark+Souls,Apr 12@ 2016,From Software,Bandai Namco Games,PlayStation 4 PC Xbox One,Role-Playing Action-RPG,M,Developed by Japanese developer FromSoftware@ DARK SOULS III is the latest chapter in the DARK SOULS series with its trademark sword and sorcery combat and rewarding Action-RPG gameplay. Players travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse.
Halo 5: Guardians ,https://static-cdn.jtvnw.net/ttv-boxart/Halo%205:%20Guardians-285x380.jpg,https://www.amazon.com/Halo-5-Guardians-Xbox-One/dp/B00DB9JV5W/ref=sr_1_1?ie=UTF8&qid=1516867780&sr=8-1&keywords=Halo+5%3A+Guardians,Oct 27@ 2015,343 Industries,Microsoft Game Studios,Xbox One,Shooter Sci-Fi Sci-Fi Action-Shooter First-Person Arcade,T,Peace has been devastated as colony worlds are unexpectedly attacked. What's more@ when humanity's greatest hero goes missing@ a new Spartan is assigned the task of hunting the Master Chief and solving a mystery that threatens the whole of the galaxy.
The Legend of Zelda ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda-285x380.jpg,https://www.amazon.com/Legend-Zelda-nintendo-entertainment-system/dp/B00004SVXW/,Mar 3@ 2017,Nintendo,Nintendo,Switch Wii U,Action-Adventure Open-World,E10+,Forget everything you know about The Legend of Zelda games. Step into a world of discovery@ exploration and adventure in The Legend of Zelda: Breath of the Wild@ a boundary-breaking new game in the acclaimed series. Travel across fields@ through forests and to mountain peaks as you discover what has become of the ruined kingdom of Hyrule in this open-air adventure. Explore the wilds of Hyrule any way you like - Climb up towers and mountain peaks in search of new destinations@ then set your own path to get there and plunge into the wilderness. Along the way@ you'll battle towering enemies@ hunt wild beasts and gather ingredients for the food and elixirs you'll need to sustain you on your journey. More than 100 Shrines of Trials to discover and explore - Shrines dot the landscape@ waiting to be discovered in any order you want. Search for them in various ways@ and solve a variety of puzzles inside. Work your way through the traps and devices inside to earn special items and other rewards that will help you on your adventure.
Warframe ,https://static-cdn.jtvnw.net/ttv-boxart/Warframe-285x380.jpg,https://www.amazon.com/Warframe-Mobilize-Pack-Online-Game/dp/B0188AAPEO/ref=sr_1_2?ie=UTF8&qid=1516867809&sr=8-2&keywords=Warframe,Mar 25@ 2013,Digital Extremes,Digital Extremes,PC PlayStation 4 Xbox One,Action General Shooter General Shooter Third-Person Sci-Fi Arcade,M,Set in the far reaches of outer space during a new Dark Age@ WARFRAME introduces the Tenno@ a race on the brink of extinction after being enslaved by the Grineer for centuries. Players enter WARFRAME on the cusp of the Grineer's victory over the Tenno until they begin to arm themselves with WARFRAMES - an ancient exo-skeletal technology only they can operate. Hidden within the Orokin Derelicts of a lost civilization@ new WARFRAMES lie dormant and undiscovered. These artifacts are the Tenno's only hope for survival.
EVE Online ,https://static-cdn.jtvnw.net/ttv-boxart/EVE%20Online-285x380.jpg,https://www.amazon.com/EVE-Online-Premium-Game-Code/dp/B0722ZKC8W/ref=sr_1_1?ie=UTF8&qid=1516867822&sr=8-1&keywords=EVE+Online,May 6@ 2003,CCP,Simon & Schuster,PC,Role-Playing Massively-Multiplayer Online Massively-Multiplayer Sci-Fi Sci-Fi,T,The spectacular space combat@ commerce@ and exploration game@ whose breathtaking graphics@ special effects@ and intricate gameplay provide an experience unlike any other. Played on the Internet@ this Massively-Multiplayer online persistent world game takes place in a universe teeming with life every hour of every day. Take on the role of a spaceship captain cruising around the universe@ trading@ fighting and communicating with other players and create a life beyond imagination.
7 Days to Die ,https://static-cdn.jtvnw.net/ttv-boxart/7%20Days%20to%20Die-285x380.jpg,https://www.amazon.com/7-Days-Die-PlayStation-4/dp/B01DPUVMNU/ref=sr_1_1?ie=UTF8&qid=1516867856&sr=8-1&keywords=7+Days+to+Die,Jun 28@ 2016,The Fun Pimps Entertainment LLC,Telltale Games,PlayStation 4 PC Xbox One,Action-Shooter First-Person Arcade,M,"It's an open-world sandbox game to play alone@ via splitscreen@ or online@ that gives you an enormous amount of freedom to choose how to survive in a post-apocalyptic world. You're dropped into a harsh environment with almost nothing, not even clothes on your back. Through scavenging@ crafting@ and hunting@ you'll eventually put together the basic items you'll need to live. You'll have to deal with cold@ heat@ hunger and thirst@ and there are wild animals that see you as prey. But that's not the worst@ because you're not alone: the undead wander all around you. Slow and relatively easy to avoid by day@ at night they become merciless@ fast-moving killers@ hungry for your flesh."
